Score	AlignLen	totalMFE	seedMFE	totalGC	totalAU	totalGU	totalGaps	totalMismatches	seedGC	seedAT	seedGU	seedGaps	seedMismatches	Pos_1	Pos_2	Pos_3	Pos_4	Pos_5	Pos_6	Pos_7	Pos_8	Pos_9	Pos_10	Pos_11	Pos_12	Pos_13	Pos_14	Pos_15	Pos_16	Pos_17	Pos_18	Pos_19	Pos_20	Class
140.000000	17	5.70	-4.80	7	5	2	1	5	4	2	1	0	0	5	3	1	1	2	1	2	1	5	4	1	2	1	5	2	1	3	2	5	5	Target
140.000000	7	6.10	-4.80	6	2	2	0	10	5	2	0	0	0	3	1	1	1	2	1	2	1	5	3	5	5	5	5	5	5	5	5	5	1	Target
142.000000	22	3.00	-3.00	7	8	0	4	1	3	3	0	0	1	2	2	1	2	1	2	1	5	4	4	4	4	1	1	1	2	2	2	1	2	Target
141.000000	11	8.80	-2.30	7	5	3	0	5	3	3	0	0	1	2	5	1	2	1	2	1	2	1	1	1	3	2	5	5	5	3	1	5	3	Target
141.000000	18	7.00	-1.70	6	7	3	1	3	4	2	1	0	0	2	1	2	1	1	3	2	1	5	2	1	3	4	2	2	1	3	5	2	5	Target
141.000000	18	7.00	-1.70	6	7	3	1	3	4	2	1	0	0	2	1	2	1	1	3	2	1	5	2	1	3	4	2	2	1	3	5	2	5	Target
140.000000	19	7.00	-1.70	6	7	2	0	5	4	2	1	0	0	2	1	2	1	1	3	2	1	5	2	1	3	5	2	5	2	5	2	5	1	Target
146.000000	19	4.90	-3.70	5	8	2	1	4	4	3	0	0	0	2	2	1	1	2	1	1	2	5	4	2	3	2	5	2	5	5	3	1	2	Target
170.000000	19	4.90	-3.70	8	8	0	1	3	4	3	0	0	0	5	2	1	1	2	1	1	2	2	5	4	2	1	2	2	5	2	1	1	1	Target
141.000000	19	6.30	-3.70	7	5	2	2	4	4	3	0	0	0	3	2	1	1	2	1	1	2	5	4	4	1	2	5	5	3	1	5	1	2	Target
143.000000	15	5.00	-3.70	5	8	1	1	5	4	2	0	0	1	3	5	1	1	2	1	1	2	2	1	4	2	5	2	2	2	2	5	5	5	Target
151.000000	20	4.90	-3.70	5	9	1	1	4	4	3	0	0	0	2	2	1	1	2	1	1	2	5	2	5	3	5	2	2	5	4	2	1	2	Target
170.000000	19	5.00	-3.70	7	9	0	1	3	4	3	0	0	0	5	2	1	1	2	1	1	2	2	2	4	2	1	2	2	5	2	1	5	1	Target
142.000000	20	4.90	-3.70	7	5	2	2	4	4	3	0	0	0	3	2	1	1	2	1	1	2	5	4	4	1	2	5	5	3	1	5	1	2	Target
151.000000	20	5.50	-3.70	5	9	1	1	4	4	3	0	0	0	2	2	1	1	2	1	1	2	2	5	4	2	5	2	5	2	3	5	2	1	Target
145.000000	19	4.90	-3.70	6	7	0	0	7	4	2	0	0	1	5	5	1	1	2	1	1	2	5	5	5	1	2	2	2	2	5	2	1	5	Target
177.000000	20	9.80	-3.70	6	10	1	0	3	4	3	0	0	0	2	2	1	1	2	1	1	2	2	5	2	1	2	5	2	3	1	2	5	2	Target
147.000000	14	5.30	-3.70	5	7	1	0	7	4	3	0	0	0	2	2	1	1	2	1	1	2	5	2	5	3	5	2	2	5	5	1	5	5	Target
178.000000	19	5.00	-3.70	8	9	0	1	2	4	3	0	0	0	5	2	1	1	2	1	1	2	2	2	4	2	1	2	2	5	2	1	1	1	Target
141.000000	19	5.80	-3.70	7	5	2	2	4	4	3	0	0	0	3	2	1	1	2	1	1	2	5	4	4	1	2	5	5	3	1	5	1	2	Target
167.000000	18	7.90	-3.70	5	9	1	0	5	4	3	0	0	0	5	2	1	1	2	1	1	2	5	2	2	5	2	2	2	2	5	3	1	5	Target
159.000000	20	5.10	-3.70	5	9	2	1	3	4	3	0	0	0	2	2	1	1	2	1	1	2	2	5	5	3	2	2	2	4	2	1	3	5	Target
158.000000	17	-6.20	-3.70	5	7	2	0	6	4	3	0	0	0	5	2	1	1	2	1	1	2	2	2	3	5	5	2	2	5	1	3	5	5	Target
153.000000	19	5.10	-3.70	6	9	1	2	2	3	3	1	0	0	5	2	3	1	2	1	1	2	2	2	4	4	2	2	2	5	1	1	1	2	Target
142.000000	9	9.00	-3.70	5	4	4	0	7	4	3	0	0	0	5	2	1	1	2	1	1	2	3	3	5	5	2	5	5	3	5	1	5	3	Target
142.000000	19	8.90	-3.70	5	7	4	1	3	3	3	1	0	0	5	2	3	1	2	1	1	2	3	2	5	1	4	2	2	2	5	1	3	3	Target
140.000000	7	7.00	-3.00	4	5	3	0	8	3	4	0	0	0	5	2	2	2	1	2	1	1	5	3	5	5	5	1	5	3	5	2	5	3	Target
149.000000	19	5.00	-3.70	5	9	1	2	3	4	3	0	0	0	2	2	1	1	2	1	1	2	5	2	4	4	2	5	2	2	5	1	3	2	Target
162.000000	19	-7.10	-3.70	8	6	2	1	3	4	3	0	0	0	5	2	1	1	2	1	1	2	2	2	5	1	5	2	4	3	1	1	1	3	Target
158.000000	19	6.90	-3.70	7	6	3	1	3	4	3	0	0	0	5	2	1	1	2	1	1	2	5	5	4	1	2	2	2	3	1	3	1	3	Target
155.000000	17	10.30	-3.70	7	7	1	0	5	4	2	0	0	1	5	5	1	1	2	1	1	2	2	2	2	1	2	2	5	3	5	1	1	5	Target
155.000000	16	5.00	-3.70	5	9	0	1	5	4	3	0	0	0	2	2	1	1	2	1	1	2	2	2	5	4	1	2	5	2	2	5	5	5	Target
150.000000	19	4.90	-3.70	7	5	3	1	4	4	3	0	0	0	5	2	1	1	2	1	1	2	5	5	4	1	2	2	5	3	1	3	1	3	Target
149.000000	19	5.60	-3.70	5	9	1	2	3	4	3	0	0	0	2	2	1	1	2	1	1	2	2	3	4	4	2	2	5	2	5	1	5	2	Target
149.000000	19	5.10	-3.70	5	9	1	2	3	4	3	0	0	0	2	2	1	1	2	1	1	2	2	4	4	3	2	5	2	2	5	5	1	2	Target
146.000000	9	7.40	-3.70	4	4	2	0	10	4	3	0	0	0	5	2	1	1	2	1	1	2	2	3	5	5	5	5	5	3	5	5	5	5	Target
146.000000	17	12.60	-3.70	6	5	1	0	8	4	3	0	0	0	5	2	1	1	2	1	1	2	5	2	5	5	5	2	5	3	1	1	5	5	Target
144.000000	11	8.10	-3.70	7	4	2	0	7	4	3	0	0	0	3	2	1	1	2	1	1	2	5	5	2	1	5	5	5	3	5	1	1	5	Target
143.000000	18	6.10	-3.70	7	5	1	0	7	4	3	0	0	0	2	2	1	1	2	1	1	2	5	5	5	1	2	5	5	3	5	1	1	5	Target
143.000000	18	14.70	-3.70	6	5	2	0	7	4	3	0	0	0	3	2	1	1	2	1	1	2	5	5	2	5	5	2	5	3	5	1	1	5	Target
141.000000	8	10.60	-3.70	5	3	3	0	9	4	3	0	0	0	5	2	1	1	2	1	1	2	3	5	3	5	5	5	5	3	5	1	5	5	Target
140.000000	7	6.30	-3.70	7	4	1	0	8	4	3	0	0	0	2	2	1	1	2	1	1	2	5	5	5	1	5	5	5	3	5	1	1	5	Target
140.000000	7	7.20	-3.70	6	3	2	0	9	4	3	0	0	0	5	2	1	1	2	1	1	2	5	3	5	5	5	5	5	3	1	5	1	5	Target
140.000000	7	7.80	-3.70	6	3	2	0	9	4	3	0	0	0	5	2	1	1	2	1	1	2	5	3	5	1	5	5	5	3	5	1	5	5	Target
143.000000	12	6.20	-3.70	5	7	1	1	6	4	3	0	0	0	2	2	1	1	2	1	1	2	5	2	4	2	1	5	5	2	5	5	5	3	Target
141.000000	8	9.40	-3.70	4	3	1	0	12	4	3	0	0	0	5	2	1	1	2	1	1	2	3	5	5	5	5	5	5	5	5	5	5	5	Target
154.000000	22	-7.20	-3.70	5	10	0	3	2	4	3	0	0	0	2	2	1	1	2	1	1	2	2	4	2	2	1	4	4	2	5	2	2	5	Target
162.000000	19	7.40	-3.70	7	7	3	1	2	4	3	0	0	0	3	2	1	1	2	1	1	2	5	5	4	1	2	2	2	3	1	3	1	2	Target
154.000000	20	5.00	-3.70	5	8	1	2	4	4	3	0	0	0	5	2	1	1	2	1	1	2	2	2	4	4	2	5	5	5	2	2	1	3	Target
153.000000	16	7.00	-3.70	5	7	3	0	5	4	3	0	0	0	2	2	1	1	2	1	1	2	2	3	5	3	5	2	5	2	1	5	5	3	Target
152.000000	19	10.10	-3.70	6	5	5	0	4	4	3	0	0	0	3	2	1	1	2	1	1	2	5	3	3	3	5	2	5	3	5	1	1	2	Target
151.000000	18	10.90	-3.70	6	5	4	0	5	4	3	0	0	0	3	2	1	1	2	1	1	2	3	2	3	5	5	2	5	3	5	1	1	5	Target
151.000000	10	6.30	-3.70	6	5	2	0	7	4	3	0	0	0	5	2	1	1	2	1	1	2	2	3	2	5	5	5	5	3	5	1	1	5	Target
150.000000	19	9.20	-3.70	6	5	5	1	3	4	3	0	0	0	5	2	1	1	2	1	1	2	5	3	4	3	2	5	2	3	1	3	1	3	Target
150.000000	21	8.00	-3.70	6	8	1	2	3	4	3	0	0	0	2	2	1	1	2	1	1	2	5	4	2	2	1	2	5	4	2	5	1	3	Target
149.000000	20	7.40	-3.70	7	5	4	2	2	4	3	0	0	0	3	2	1	1	2	1	1	2	5	3	4	3	2	5	2	3	1	4	1	1	Target
147.000000	16	8.70	-3.70	6	5	4	1	4	4	3	0	0	0	3	2	1	1	2	1	1	2	3	3	4	1	2	5	5	2	1	5	3	5	Target
146.000000	19	8.80	-3.70	7	4	5	1	3	4	3	0	0	0	3	2	1	1	2	1	1	2	5	3	5	1	5	2	4	3	1	3	1	3	Target
146.000000	19	7.00	-3.70	6	5	5	1	3	4	3	0	0	0	3	2	1	1	2	1	1	2	5	3	5	1	5	2	4	3	1	3	3	2	Target
142.000000	19	11.80	-3.70	8	4	2	1	5	4	3	0	0	0	3	2	1	1	2	1	1	2	5	5	5	1	5	2	5	3	4	1	1	1	Target
142.000000	13	10.30	-3.70	5	4	4	0	7	4	3	0	0	0	3	2	1	1	2	1	1	2	5	3	5	1	5	2	5	3	5	3	5	5	Target
141.000000	17	6.04	-3.70	6	6	1	3	4	4	3	0	0	0	5	2	1	1	2	1	1	2	5	4	4	1	2	2	4	2	3	1	5	5	Target
140.000000	7	7.30	-3.70	7	3	3	0	7	4	3	0	0	0	3	2	1	1	2	1	1	2	5	3	5	1	5	5	5	3	5	1	1	5	Target
140.000000	7	15.80	-3.70	6	4	2	0	8	4	3	0	0	0	3	2	1	1	2	1	1	2	5	5	5	1	5	2	5	3	5	5	1	5	Target
165.000000	16	5.90	-3.70	5	8	2	0	5	4	3	0	0	0	5	2	1	1	2	1	1	2	2	2	5	5	2	2	2	3	1	5	5	3	Target
146.000000	13	5.00	-3.70	4	5	3	0	8	4	3	0	0	0	3	2	1	1	2	1	1	2	5	5	3	3	2	2	5	5	5	5	5	5	Target
142.000000	19	4.80	-3.70	6	8	0	5	1	4	3	0	0	0	2	2	1	1	2	1	1	2	4	4	4	4	4	2	2	2	5	1	1	2	Target
142.000000	9	7.30	-3.70	6	4	2	0	8	4	3	0	0	0	5	2	1	1	2	1	1	2	5	2	5	5	5	5	5	3	5	1	1	3	Target
141.000000	17	-7.70	-3.70	5	7	1	4	3	4	3	0	0	0	5	2	1	1	2	1	1	2	4	4	4	4	2	2	2	2	5	1	5	3	Target
162.000000	19	7.40	-3.70	7	7	3	1	2	4	3	0	0	0	3	2	1	1	2	1	1	2	5	5	4	1	2	2	2	3	1	3	1	2	Target
154.000000	13	9.10	-3.70	5	6	1	0	8	4	3	0	0	0	5	2	1	1	2	1	1	2	2	2	5	1	5	2	5	3	5	5	5	5	Target
151.000000	21	10.10	-3.70	6	7	2	2	3	4	3	0	0	0	3	2	1	1	2	1	1	2	5	2	5	1	5	2	4	4	2	2	1	3	Target
151.000000	21	9.20	-3.70	6	6	2	2	4	4	3	0	0	0	5	2	1	1	2	1	1	2	5	3	5	1	5	2	4	4	2	2	1	3	Target
149.000000	18	6.40	-3.70	7	5	3	1	4	4	3	0	0	0	3	2	1	1	2	1	1	2	5	5	4	1	2	2	5	3	1	3	1	5	Target
149.000000	18	12.60	-3.70	6	5	4	1	4	4	3	0	0	0	5	2	1	1	2	1	1	2	5	3	4	3	2	5	2	3	1	3	1	5	Target
149.000000	18	5.10	-3.70	8	5	2	1	4	4	3	0	0	0	2	2	1	1	2	1	1	2	2	3	4	1	5	5	5	3	1	1	1	5	Target
147.000000	21	10.10	-3.70	6	7	1	2	4	4	3	0	0	0	2	2	1	1	2	1	1	2	4	4	2	2	5	1	5	5	5	2	1	3	Target
147.000000	18	7.90	-3.70	7	4	2	0	7	4	3	0	0	0	5	2	1	1	2	1	1	2	5	3	5	1	2	5	5	3	5	1	1	5	Target
146.000000	21	9.00	-3.70	6	7	2	2	3	4	3	0	0	0	2	2	1	1	2	1	1	2	5	4	3	2	1	5	5	4	2	2	1	3	Target
146.000000	21	6.80	-3.70	4	8	0	3	5	4	3	0	0	0	5	2	1	1	2	1	1	2	4	4	4	2	2	5	5	5	2	2	2	5	Target
144.000000	19	13.00	-3.70	6	6	2	0	6	4	3	0	0	0	2	2	1	1	2	1	1	2	5	3	5	5	5	2	5	3	5	1	1	2	Target
143.000000	20	9.20	-3.70	6	6	0	1	7	4	3	0	0	0	5	2	1	1	2	1	1	2	5	4	2	2	5	2	5	5	5	1	5	1	Target
143.000000	18	8.30	-3.70	7	4	1	0	8	4	3	0	0	0	5	2	1	1	2	1	1	2	5	5	5	1	5	2	5	3	5	1	1	5	Target
143.000000	12	7.90	-3.70	6	6	2	1	5	4	3	0	0	0	2	2	1	1	2	1	1	2	5	2	4	1	2	5	5	3	1	5	5	3	Target
142.000000	18	13.50	-3.70	5	8	4	1	2	4	2	0	0	1	2	5	1	1	2	1	1	2	2	3	3	4	2	2	2	3	1	3	5	2	Target
142.000000	21	5.80	-3.70	4	7	2	3	4	4	3	0	0	0	3	2	1	1	2	1	1	2	4	4	4	2	2	2	5	5	2	5	3	5	Target
142.000000	9	8.10	-3.70	4	5	1	0	10	4	3	0	0	0	2	2	1	1	2	1	1	2	5	2	5	5	5	5	5	3	5	5	5	5	Target
142.000000	19	7.30	-3.70	7	5	3	1	4	4	3	0	0	0	2	2	1	1	2	1	1	2	5	5	5	1	5	2	4	3	1	3	1	3	Target
141.000000	12	5.30	-3.70	5	4	3	0	8	4	3	0	0	0	3	2	1	1	2	1	1	2	5	5	5	1	2	5	5	3	5	5	5	3	Target
140.000000	7	7.90	-3.70	7	3	2	0	8	4	3	0	0	0	5	2	1	1	2	1	1	2	5	3	5	1	5	5	5	3	5	1	1	5	Target
140.000000	7	8.50	-3.70	7	3	3	0	7	4	3	0	0	0	3	2	1	1	2	1	1	2	5	3	5	1	5	5	5	3	5	1	1	5	Target
140.000000	11	5.60	-3.70	6	5	4	0	5	3	3	1	0	0	3	2	3	1	2	1	1	2	2	3	2	1	5	5	5	3	5	1	1	5	Target
140.000000	7	6.90	-3.70	6	3	2	0	9	4	3	0	0	0	3	2	1	1	2	1	1	2	5	5	5	1	5	5	5	3	5	1	5	5	Target
160.000000	17	5.60	 1.20	9	5	0	1	5	4	3	0	0	0	5	1	1	2	1	1	2	2	4	1	5	2	5	2	1	1	1	1	5	5	Target
146.000000	17	5.50	 1.30	4	8	4	0	4	1	5	1	0	0	1	2	2	2	1	2	3	2	1	3	3	5	5	3	2	2	2	1	5	5	Target
143.000000	18	9.00	-0.40	3	9	2	0	6	2	4	1	0	0	5	3	2	2	1	2	1	2	5	5	5	2	2	5	2	2	2	3	1	5	Target
141.000000	18	6.20	 1.30	5	9	2	2	2	2	4	0	0	1	1	5	2	2	1	2	1	2	4	4	3	2	2	1	3	2	2	5	1	2	Target
151.000000	21	3.50	-0.70	5	8	2	2	3	2	4	1	0	0	5	2	3	2	1	2	1	2	1	4	4	1	3	2	2	5	5	2	2	1	Target
150.000000	19	5.20	 1.30	5	8	4	1	2	2	4	1	0	0	5	2	2	2	1	2	1	3	4	3	1	2	2	1	3	2	3	1	5	2	Target
148.000000	19	3.70	 1.30	5	7	4	2	2	2	5	0	0	0	5	2	2	2	1	2	1	2	5	1	1	4	3	3	3	2	3	4	1	2	Target
148.000000	19	7.80	-0.40	5	8	4	0	3	2	4	1	0	0	1	3	2	2	1	2	1	2	5	1	5	2	3	5	2	2	3	3	1	2	Target
145.000000	20	5.10	 1.30	4	8	2	3	3	2	5	0	0	0	5	2	2	2	1	2	1	2	4	4	4	1	5	3	5	2	1	3	2	2	Target
143.000000	16	11.50	 1.30	3	9	4	1	3	1	5	1	0	0	5	2	2	2	1	2	3	2	4	1	3	2	3	1	2	2	3	5	5	2	Target
142.000000	21	5.80	 0.60	5	6	5	2	2	2	4	1	0	0	5	2	2	3	1	2	1	2	4	1	3	1	2	4	3	3	5	3	2	1	Target
141.000000	20	6.30	-0.40	5	7	5	3	0	2	4	1	0	0	1	3	2	2	1	2	1	2	4	4	4	1	3	3	2	2	1	3	3	2	Target
156.000000	19	4.10	-2.50	6	9	2	2	1	5	2	0	0	0	2	1	1	1	2	1	2	1	2	4	2	2	2	4	1	5	3	3	2	2	Target
150.000000	19	7.40	-0.80	7	8	2	1	2	4	2	1	0	0	2	1	1	1	2	1	2	3	5	5	2	4	2	1	1	2	1	3	2	2	Target
155.000000	18	9.20	-2.50	9	2	4	0	5	5	2	0	0	0	5	1	1	1	2	1	2	1	3	1	3	3	5	1	5	5	1	1	3	5	Target
151.000000	18	10.60	-0.80	8	6	2	0	4	4	2	1	0	0	2	1	1	1	2	1	2	3	5	1	2	5	5	1	1	2	1	3	2	5	Target
164.000000	19	11.80	-2.50	9	3	5	0	3	5	2	0	0	0	5	1	1	1	2	1	2	1	3	1	5	3	2	1	5	3	1	1	3	3	Target
151.000000	22	6.00	-2.50	7	5	1	3	4	5	2	0	0	0	5	1	1	1	2	1	2	1	2	5	2	5	5	1	4	4	4	1	2	3	Target
149.000000	19	3.52	-2.50	7	6	1	2	4	5	2	0	0	0	5	1	1	1	2	1	2	1	3	5	2	4	4	1	1	2	5	5	2	2	Target
142.000000	17	6.80	-2.60	8	4	4	0	4	5	1	1	0	0	2	1	1	1	2	1	3	1	5	1	5	3	2	1	5	2	3	1	5	3	Target
160.000000	11	7.60	-2.50	7	5	2	0	6	5	2	0	0	0	5	1	1	1	2	1	2	1	2	1	2	2	5	5	1	3	5	3	5	5	Target
151.000000	16	8.00	-2.50	7	5	1	1	6	5	2	0	0	0	5	1	1	1	2	1	2	1	2	5	2	3	5	1	4	2	1	5	5	5	Target
150.000000	18	5.20	-2.50	10	5	0	3	2	5	2	0	0	0	2	1	1	1	2	1	2	1	5	1	4	4	2	1	1	4	1	1	2	5	Target
146.000000	17	8.50	-2.50	7	4	1	0	8	5	2	0	0	0	5	1	1	1	2	1	2	1	5	1	5	5	2	5	5	2	3	1	5	5	Target
141.000000	17	13.10	-2.50	8	5	3	1	3	4	2	0	0	1	2	5	1	1	2	1	2	1	3	1	3	4	2	5	1	1	2	1	3	5	Target
140.000000	7	9.20	-2.50	6	3	4	0	7	5	2	0	0	0	3	1	1	1	2	1	2	1	5	5	5	3	5	5	5	2	5	1	3	3	Target
155.000000	18	4.80	-2.50	6	6	2	0	6	5	2	0	0	0	5	1	1	1	2	1	2	1	2	5	5	5	2	3	5	2	3	1	2	5	Target
154.000000	19	9.90	-2.50	8	6	2	1	3	5	2	0	0	0	2	1	1	1	2	1	2	1	5	1	2	5	5	4	1	3	3	1	2	2	Target
142.000000	18	6.80	 0.50	5	7	4	1	3	3	3	0	0	1	5	5	1	2	1	1	2	2	3	3	2	2	4	2	1	3	5	1	3	2	Target
156.000000	15	5.90	-2.00	8	4	3	0	5	4	3	0	0	0	3	2	1	1	1	2	1	2	1	3	1	5	3	2	5	1	5	5	1	5	Target
143.000000	19	7.20	-2.50	8	5	1	1	5	4	2	0	0	1	5	5	1	1	1	2	1	2	3	5	1	4	2	5	5	1	1	2	1	2	Target
151.000000	21	11.00	-0.30	10	3	2	2	3	5	2	0	0	0	1	1	1	2	1	1	2	1	4	4	3	1	3	2	1	1	5	5	5	1	Target
143.000000	10	4.40	-3.00	4	4	3	0	9	3	4	0	0	0	5	2	2	1	2	1	1	2	3	5	1	5	5	5	5	5	5	3	5	3	Target
140.000000	7	5.70	-3.00	5	4	0	0	11	3	4	0	0	0	5	2	2	1	2	1	1	2	5	5	5	5	1	5	5	5	5	5	5	1	Target
143.000000	19	9.00	-3.00	6	8	1	3	2	3	4	0	0	0	2	2	2	1	2	1	1	2	4	4	1	1	1	4	2	5	2	5	2	3	Target
152.000000	15	8.80	-3.00	5	6	3	0	6	3	4	0	0	0	5	2	2	1	2	1	1	2	3	1	5	5	3	2	3	2	5	5	5	1	Target
149.000000	20	5.00	-3.00	4	6	5	0	5	3	4	0	0	0	3	2	2	1	2	1	1	2	5	5	5	2	5	2	3	3	5	3	3	1	Target
148.000000	20	8.80	-3.00	7	7	1	1	4	3	3	0	0	1	1	5	2	1	2	1	1	2	5	1	4	1	2	2	2	2	3	5	1	5	Target
148.000000	18	8.30	-3.00	7	7	2	0	4	3	3	0	0	1	1	5	2	1	2	1	1	2	2	5	1	2	2	3	2	5	1	5	1	3	Target
146.000000	15	3.40	-3.00	4	7	1	1	7	3	4	0	0	0	5	2	2	1	2	1	1	2	5	5	4	1	2	3	2	2	5	5	5	5	Target
154.000000	13	11.30	-3.00	5	7	2	0	6	3	4	0	0	0	1	2	2	1	2	1	1	2	5	5	1	2	2	2	5	5	3	5	5	3	Target
149.000000	12	8.50	-3.00	4	6	3	0	7	3	4	0	0	0	5	2	2	1	2	1	1	2	5	1	5	2	2	5	3	3	3	5	5	5	Target
153.000000	20	7.30	-3.00	4	7	4	0	5	3	4	0	0	0	3	2	2	1	2	1	1	2	2	5	5	2	5	2	5	3	3	5	3	1	Target
143.000000	20	6.80	-0.90	5	6	5	1	3	2	4	1	0	0	5	2	2	3	2	1	1	2	5	1	1	4	3	2	5	2	3	3	1	3	Target
143.000000	20	7.30	-5.10	7	6	1	4	2	4	3	0	0	0	3	2	1	1	1	2	1	2	4	4	4	2	1	4	2	5	1	1	5	2	Target
160.000000	25	10.30	-3.00	3	9	0	5	3	3	4	0	0	0	5	2	2	1	2	1	1	2	2	5	5	2	4	4	4	4	4	2	2	2	Target
153.000000	16	10.30	-0.90	4	8	4	0	4	2	4	1	0	0	3	2	2	3	2	1	1	2	5	1	3	2	2	3	2	2	1	5	5	5	Target
141.000000	20	9.40	-3.00	4	6	5	0	5	3	3	1	0	0	5	2	2	1	2	1	1	3	2	5	1	2	5	5	3	2	3	3	5	3	Target
140.000000	21	-6.30	 1.30	2	9	7	1	1	1	4	2	0	0	3	2	2	3	2	3	1	2	3	5	3	4	2	2	2	2	2	1	3	3	Target
146.000000	14	5.80	-3.00	5	9	0	1	5	3	3	0	0	1	1	5	2	1	2	1	1	2	2	4	1	2	2	2	2	2	5	5	5	5	Target
143.000000	20	9.50	-0.90	5	8	1	1	5	2	4	1	0	0	5	2	2	3	2	1	1	2	2	1	5	4	2	2	2	5	1	5	5	1	Target
143.000000	20	5.20	-3.00	7	5	2	4	2	3	4	0	0	0	5	2	2	1	2	1	1	2	4	1	1	4	4	4	2	5	1	1	3	3	Target
142.000000	16	3.80	-0.90	3	9	3	2	3	2	4	1	0	0	5	2	2	3	2	1	1	2	4	4	3	2	2	2	2	2	1	5	5	3	Target
161.000000	16	8.30	-3.00	5	8	3	0	4	3	4	0	0	0	3	2	2	1	2	1	1	2	2	1	3	2	5	5	2	2	3	5	5	1	Target
143.000000	25	10.90	-3.00	5	6	2	5	2	3	4	0	0	0	1	2	2	1	2	1	1	2	4	4	4	2	4	4	1	3	2	5	3	5	Target
140.000000	22	7.90	-2.60	6	7	3	2	2	3	3	1	0	0	1	2	2	1	3	1	1	2	2	5	1	2	5	3	4	4	2	2	1	3	Target
165.000000	20	12.80	-3.00	6	7	3	0	4	3	4	0	0	0	3	2	2	1	2	1	1	2	5	5	1	2	2	2	5	3	3	1	1	5	Target
156.000000	18	8.30	-3.00	7	6	2	2	3	3	4	0	0	0	5	2	2	1	2	1	1	2	2	1	3	4	4	3	5	2	1	1	1	5	Target
143.000000	16	8.50	-0.90	4	8	4	1	3	2	4	1	0	0	3	2	2	3	2	1	1	2	5	1	4	1	2	2	2	2	3	5	5	3	Target
152.000000	21	8.40	-3.00	6	6	3	1	4	3	4	0	0	0	3	2	2	1	2	1	1	2	2	1	5	4	2	3	5	5	5	3	1	1	Target
153.000000	19	6.10	-3.00	4	8	4	2	2	3	4	0	0	0	5	2	2	1	2	1	1	2	2	4	4	2	2	2	5	3	1	3	3	3	Target
149.000000	19	9.10	-0.90	5	9	2	2	2	2	4	1	0	0	5	2	2	3	2	1	1	2	2	4	4	2	2	2	2	5	1	1	1	3	Target
140.000000	18	9.00	-3.00	5	6	5	0	4	3	3	0	0	1	3	5	2	1	2	1	1	2	3	5	5	2	5	2	3	2	1	3	1	3	Target
148.000000	11	5.50	-3.00	4	6	4	0	6	3	4	0	0	0	5	2	2	1	2	1	1	2	2	5	3	2	5	5	5	5	3	3	3	1	Target
141.000000	20	12.90	-2.60	6	6	3	0	5	3	3	1	0	0	1	2	2	1	3	1	1	2	2	5	3	5	3	2	5	2	1	5	1	5	Target
158.000000	21	4.40	-3.00	7	7	2	2	2	3	4	0	0	0	5	2	2	1	2	1	1	2	5	1	4	1	2	2	3	2	4	1	1	3	Target
152.000000	21	5.10	-3.00	4	8	5	1	2	3	4	0	0	0	1	2	2	1	2	1	1	2	2	5	5	4	2	2	2	3	3	3	3	3	Target
150.000000	9	8.50	-3.00	5	5	2	0	8	3	4	0	0	0	3	2	2	1	2	1	1	2	2	1	5	5	3	5	5	5	5	5	1	5	Target
145.000000	20	11.70	-2.60	7	6	3	0	4	3	3	1	0	0	1	2	2	1	3	1	1	2	2	5	3	2	2	5	5	3	1	5	1	1	Target
155.000000	20	7.60	-2.60	6	6	6	1	1	3	3	1	0	0	5	2	2	1	3	1	1	2	3	4	1	1	2	2	3	2	3	3	3	1	Target
152.000000	21	5.70	-1.10	3	9	6	1	1	2	4	1	0	0	3	2	2	1	2	3	1	2	2	1	3	4	2	2	2	2	3	3	5	3	Target
163.000000	18	8.40	-3.00	5	9	2	0	4	4	3	0	0	0	2	1	1	2	1	2	1	2	5	2	1	2	2	2	5	5	3	3	2	5	Target
163.000000	22	11.10	-3.00	7	7	0	3	3	4	3	0	0	0	5	1	1	2	1	2	1	2	1	5	5	4	4	4	2	2	2	1	1	2	Target
145.000000	14	5.10	-3.00	5	8	3	1	3	3	3	1	0	0	2	1	1	2	1	2	3	2	1	4	2	1	2	2	2	5	5	3	3	5	Target
143.000000	10	7.80	-3.00	5	4	3	0	8	4	3	0	0	0	2	1	1	2	1	2	1	2	3	5	1	5	5	3	5	5	5	5	5	3	Target
140.000000	15	9.60	-3.40	8	6	0	0	6	4	2	0	0	1	5	1	1	2	1	5	1	2	1	5	1	2	2	2	1	1	5	5	5	2	Target
152.000000	14	7.90	-3.00	5	7	1	2	5	3	4	0	0	0	5	2	2	1	2	1	1	2	2	1	4	4	1	2	2	5	3	5	5	5	Target
143.000000	19	5.50	-3.00	3	8	5	1	3	3	3	0	0	1	5	5	2	1	2	1	1	2	2	4	3	2	2	5	2	2	3	3	3	3	Target
142.000000	17	9.20	-0.90	3	7	6	0	4	2	4	1	0	0	3	2	2	3	2	1	1	2	2	5	3	2	5	3	3	2	3	1	5	5	Target
164.000000	21	13.90	-3.00	6	7	3	1	3	3	4	0	0	0	3	2	2	1	2	1	1	2	5	5	1	2	2	2	5	3	3	1	1	4	Target
141.000000	19	15.00	-3.00	7	5	2	0	6	3	3	0	0	1	3	5	2	1	2	1	1	2	5	5	1	2	5	5	3	2	1	1	1	5	Target
