Score	AlignLen	totalMFE	seedMFE	totalGC	totalAT	totalGT	totalGaps	totalMismatches	seedGC	seedAT	seedGT	seedGaps	seedMismatches	Pos_1	Pos_2	Pos_3	Pos_4	Pos_5	Pos_6	Pos_7	Pos_8	Pos_9	Pos_10	Pos_11	Pos_12	Pos_13	Pos_14	Pos_15	Pos_16	Pos_17	Pos_18	Pos_19	Pos_20	Class
145	14	-23	-19.3	5	5	3	1	6	4	3	0	0	0	5	2	2	1	1	1	2	1	4	1	3	3	2	5	2	5	3	5	5	5	Target
144	15	-29.3	-19.3	7	5	3	2	3	4	3	0	0	0	3	2	2	1	1	1	2	1	4	1	3	3	4	1	2	2	5	5	1	5	Target
142	9	-22.8	-19.3	6	5	1	0	8	4	3	0	0	0	2	2	2	1	1	1	2	1	5	1	5	3	5	1	5	5	2	5	5	5	Target
156	15	-18	-19	3	8	4	0	5	3	4	0	0	0	5	1	1	2	2	2	1	2	5	2	5	3	2	2	3	2	5	3	5	3	Target
147	10	-22.61	-18.6	6	5	2	0	7	3	4	0	0	0	5	1	2	1	2	2	1	2	5	2	1	5	3	5	5	1	5	5	3	1	Target
140	7	-24.7	-19.3	6	5	1	0	8	4	3	0	0	0	2	2	2	1	1	1	2	1	5	5	5	3	5	5	5	5	2	1	5	1	Target
151	20	-25.1	-18.6	6	6	2	1	5	3	4	0	0	0	5	1	2	1	2	2	1	2	1	5	5	4	1	3	1	2	5	5	3	2	Target
140	7	-22.3	-19.3	4	4	4	0	8	4	3	0	0	0	3	2	2	1	1	1	2	1	5	5	3	3	5	3	5	2	5	5	5	5	Target
140	7	-23.3	-19.3	6	4	0	0	10	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	5	5	5	1	5	2	5	5	1	5	Target
148	20	-28.6	-19.3	7	6	2	3	2	4	3	0	0	0	3	2	2	1	1	1	2	1	4	4	3	5	1	1	2	1	4	2	2	5	Target
146	11	-29	-18.6	7	6	1	1	5	3	4	0	0	0	1	1	2	1	2	2	1	2	4	2	1	1	5	5	5	1	5	2	3	5	Target
150	16	-23.6	-19.3	8	4	2	2	4	4	3	0	0	0	5	2	2	1	1	1	2	1	4	4	1	1	1	3	5	1	2	5	5	3	Target
150	13	-23.6	-19.3	6	4	2	0	8	4	3	0	0	0	5	2	2	1	1	1	2	1	3	5	5	1	2	1	5	5	5	3	5	5	Target
148	13	-27.6	-19.3	6	4	2	1	7	4	3	0	0	0	5	2	2	1	1	1	2	1	3	4	1	3	1	2	5	5	5	5	5	5	Target
150	9	-22.3	-18.6	5	6	2	0	7	3	4	0	0	0	5	1	2	1	2	2	1	2	1	2	5	5	3	1	5	5	5	2	5	3	Target
142	9	-15.5	-18.6	3	6	1	0	10	3	4	0	0	0	5	1	2	1	2	2	1	2	5	2	5	5	3	5	2	5	5	5	5	5	Target
148	19	-24.7	-19.3	7	6	1	3	3	4	3	0	0	0	5	2	2	1	1	1	2	1	3	4	4	4	1	5	1	2	1	2	5	2	Target
146	13	-26.3	-19.3	8	4	4	0	4	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	1	3	5	1	5	5	3	3	1	1	Target
163	20	-26.9	-18.6	6	7	3	1	3	3	4	0	0	0	5	1	2	1	2	2	1	2	5	2	1	4	1	3	3	2	1	5	3	2	Target
141	8	-25.6	-19.3	5	5	2	0	8	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	5	5	5	3	5	5	2	1	5	5	Target
152	15	-22.5	-19	3	9	4	0	4	3	4	0	0	0	2	1	1	2	2	2	1	2	5	2	5	5	2	2	3	2	5	3	3	3	Target
161	18	-30.3	-19.3	8	6	1	1	4	4	3	0	0	0	5	2	2	1	1	1	2	1	5	1	1	1	4	3	5	2	2	2	1	5	Target
154	17	-21.1	-19.3	7	5	1	0	7	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	1	1	5	1	5	2	2	3	5	5	Target
150	13	-22.5	-19.3	6	5	1	0	8	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	1	3	2	1	5	5	2	5	5	5	Target
160	17	-30.9	-19.3	7	7	2	1	3	4	3	0	0	0	2	2	2	1	1	1	2	1	3	4	3	1	2	1	5	2	2	1	5	5	Target
140	7	-23.8	-19.3	7	5	0	0	8	4	3	0	0	0	2	2	2	1	1	1	2	1	5	5	5	5	2	1	5	5	5	1	5	1	Target
144	11	-25.1	-19.3	5	5	3	0	7	4	3	0	0	0	2	2	2	1	1	1	2	1	5	1	3	3	5	5	5	5	2	3	5	5	Target
140	7	-20.9	-19.3	4	3	4	0	9	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	5	3	5	3	5	5	3	3	5	5	Target
148	18	-22.6	-19.3	7	5	2	2	4	4	3	0	0	0	5	2	2	1	1	1	2	1	3	5	1	4	4	1	2	1	5	2	3	5	Target
141	8	-24.4	-19.3	5	4	3	0	8	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	5	5	3	5	5	5	3	5	1	5	Target
145	16	-21	-19.3	5	6	2	0	7	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	5	3	5	3	2	2	2	5	1	5	Target
143	10	-25.8	-19.3	6	4	4	0	6	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	1	5	3	5	5	5	3	3	1	5	Target
140	7	-20.7	-19.3	4	3	3	0	10	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	3	5	3	3	5	5	5	5	5	5	Target
147	18	-22	-19.3	6	6	3	2	3	4	3	0	0	0	5	2	2	1	1	1	2	1	3	4	1	5	2	1	4	2	2	3	3	5	Target
149	12	-21.5	-19	4	9	1	0	6	3	4	0	0	0	2	1	1	2	2	2	1	2	5	2	5	1	2	5	5	2	5	3	5	2	Target
165	18	-40.1	-19.3	8	7	4	1	0	4	3	0	0	0	2	2	2	1	1	1	2	1	3	1	3	3	3	1	4	2	2	2	1	1	Target
146	13	-25.7	-19.3	5	5	5	0	5	4	3	0	0	0	3	2	2	1	1	1	2	1	3	5	3	3	2	3	5	5	2	5	5	1	Target
141	8	-25.7	-19.3	5	4	4	0	7	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	5	3	3	3	5	5	5	1	5	5	Target
141	8	-23.5	-19.3	4	5	2	0	9	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	5	3	2	5	5	5	5	5	5	5	Target
146	13	-26.6	-19.3	5	3	5	0	7	4	3	0	0	0	3	2	2	1	1	1	2	1	3	5	1	3	3	3	5	5	5	5	5	5	Target
146	15	-20.8	-19.3	8	4	1	1	6	4	3	0	0	0	5	2	2	1	1	1	2	1	4	3	5	1	1	5	1	2	5	5	1	5	Target
144	15	-18.8	-19.3	5	5	3	0	7	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	5	3	3	3	2	2	5	5	1	5	Target
155	14	-25.4	-19.3	6	5	2	0	7	4	3	0	0	0	5	2	2	1	1	1	2	1	3	5	5	1	2	1	2	5	3	5	5	5	Target
140	7	-18.2	-19.3	5	4	3	0	8	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	3	3	5	3	5	2	5	1	5	5	Target
143	10	-22.7	-19.3	5	4	1	0	10	4	3	0	0	0	5	2	2	1	1	1	2	1	5	1	3	5	5	5	5	2	5	5	5	5	Target
140	7	-22.1	-19.3	4	6	1	0	9	4	3	0	0	0	2	2	2	1	1	1	2	1	5	5	5	5	5	5	5	2	2	3	5	5	Target
147	16	-26.9	-19.3	6	6	4	1	3	4	3	0	0	0	2	2	2	1	1	1	2	1	3	4	1	3	3	5	3	2	2	5	5	1	Target
142	9	-23.8	-19.3	5	5	0	0	10	4	3	0	0	0	2	2	2	1	1	1	2	1	5	1	5	5	5	5	5	5	2	5	5	5	Target
144	17	-20.6	-19.3	7	5	2	1	5	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	1	3	4	3	2	5	2	1	1	5	Target
150	15	-22.4	-19.3	9	4	0	1	6	4	3	0	0	0	5	2	2	1	1	1	2	1	4	1	5	1	1	5	1	2	5	5	1	5	Target
152	19	-18.2	-19	4	9	0	0	7	3	4	0	0	0	5	1	1	2	2	2	1	2	2	5	2	5	5	5	5	2	2	5	1	2	Target
Score	AlignLen	totalMFE	seedMFE	totalGC	totalAT	totalGT	totalGaps	totalMismatches	seedGC	seedAT	seedGT	seedGaps	seedMismatches	Pos_1	Pos_2	Pos_3	Pos_4	Pos_5	Pos_6	Pos_7	Pos_8	Pos_9	Pos_10	Pos_11	Pos_12	Pos_13	Pos_14	Pos_15	Pos_16	Pos_17	Pos_18	Pos_19	Pos_20	Class
152	22	-26.6	-19.9	7	5	3	2	3	4	3	0	0	0	3	1	2	2	2	1	1	1	4	4	1	2	1	2	5	1	5	5	3	3	Non-Target
150	17	-21.9	-19.9	7	6	1	0	6	4	2	1	0	0	5	1	2	3	2	1	1	1	5	2	1	5	2	1	2	2	5	1	5	5	Non-Target
153	18	-22.3	-19.3	7	6	1	1	5	4	3	0	0	0	5	2	2	1	1	1	2	1	4	1	5	1	5	5	3	2	2	2	1	5	Non-Target
145	8	-22.3	-19.3	5	4	2	0	9	4	3	0	0	0	5	2	2	1	1	1	2	1	1	5	5	5	3	5	5	2	5	3	5	5	Non-Target
142	13	-24.9	-19.3	5	5	1	0	9	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	5	5	2	1	5	5	5	5	5	5	Non-Target
152	17	-25.6	-19.3	5	7	4	1	3	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	3	1	3	3	2	4	2	2	5	5	Non-Target
150	13	-22.9	-19.3	6	5	2	0	7	4	3	0	0	0	5	2	2	1	1	1	2	1	1	5	3	5	2	1	5	5	2	3	5	5	Non-Target
142	16	-27.2	-15.8	7	5	4	0	4	4	2	0	0	1	3	5	2	1	1	1	2	1	3	5	1	3	5	1	2	2	2	3	1	5	Non-Target
140	18	-14.7	-12.1	3	10	1	2	4	0	6	1	0	0	5	2	2	2	2	2	3	2	4	4	2	2	2	1	1	5	2	5	1	5	Non-Target
150	19	-27.7	-17.6	8	6	2	1	3	3	3	1	0	0	5	1	3	2	1	2	2	1	4	1	2	5	1	2	5	1	2	1	3	1	Non-Target
155	23	-35.2	-22.1	7	5	2	4	2	5	2	0	0	0	2	1	1	2	1	1	2	1	3	5	1	3	4	4	4	4	1	2	2	5	Non-Target
148	19	-25	-22.1	8	5	1	0	6	5	2	0	0	0	2	1	1	2	1	1	2	1	5	5	1	5	3	2	5	2	5	5	1	1	Non-Target
147	25	-30.2	-20	5	7	2	4	2	4	2	1	0	0	5	3	1	2	1	1	2	1	2	3	4	4	4	1	2	5	2	2	2	4	Non-Target
143	18	-26.6	-16	7	6	2	0	5	2	4	1	0	0	1	1	2	2	2	3	2	1	2	5	1	5	5	2	1	1	5	1	3	5	Non-Target
153	12	-29.1	-17.9	5	5	1	0	9	3	4	0	0	0	5	2	2	1	2	1	2	1	2	1	5	3	1	5	5	5	5	5	5	5	Non-Target
142	18	-27.8	-14.2	7	7	2	1	3	3	3	0	0	1	1	5	2	1	2	2	1	1	2	3	2	5	1	5	4	3	1	2	2	1	Non-Target
166	21	-28.3	-17.9	5	9	2	2	2	3	4	0	0	0	5	2	2	1	2	1	2	1	2	1	4	3	3	5	2	2	2	2	4	1	Non-Target
145	20	-26.9	-21.1	8	4	1	3	4	4	3	0	0	0	5	1	1	1	2	2	1	2	3	4	4	4	2	1	5	1	5	5	1	1	Non-Target
151	14	-19.7	-19	5	7	0	0	8	3	4	0	0	0	5	2	1	1	2	1	2	2	5	2	5	5	1	2	1	5	5	5	2	5	Non-Target
140	22	-26.4	-19	6	6	1	2	5	3	3	1	0	0	5	2	1	1	2	1	2	3	2	2	4	4	1	1	1	5	5	5	5	2	Non-Target
143	21	-30.8	-15.7	3	9	4	2	2	2	4	1	0	0	2	2	2	2	2	1	1	3	5	4	4	2	3	1	3	2	5	2	3	2	Non-Target
142	17	-20.7	-16.2	2	8	3	0	7	2	5	0	0	0	3	2	2	2	2	1	1	2	5	5	3	5	5	2	3	2	5	2	5	5	Non-Target
152	19	-23.5	-19.5	7	6	0	0	7	4	3	0	0	0	5	2	1	1	2	1	1	2	1	5	5	2	5	2	1	5	5	5	2	1	Non-Target
143	22	-22.39	-19.5	5	5	3	3	4	4	3	0	0	0	5	2	1	1	2	1	1	2	5	2	4	4	4	2	5	5	3	1	3	3	Non-Target
140	19	-21.9	-17.4	6	8	1	2	3	3	3	1	0	0	5	2	1	1	2	3	1	2	1	2	4	2	5	2	1	4	2	2	5	1	Non-Target
152	18	-16.6	-14.5	4	8	3	2	3	1	6	0	0	0	5	1	2	2	2	2	2	2	2	4	4	1	3	3	2	3	1	5	1	5	Non-Target
145	16	-16	-14.5	3	8	2	0	7	1	6	0	0	0	5	1	2	2	2	2	2	2	5	5	5	3	5	3	1	2	1	5	5	2	Non-Target
144	20	-21.7	-14.5	5	9	1	3	2	1	6	0	0	0	1	1	2	2	2	2	2	2	4	4	2	1	2	4	1	5	5	3	1	2	Non-Target
175	21	-28	-19.5	5	11	0	2	2	4	3	0	0	0	5	2	1	1	2	1	1	2	1	5	2	2	4	4	2	2	2	2	2	2	Non-Target
150	17	-18	-16.8	3	7	5	0	5	2	5	0	0	0	5	1	2	1	2	2	2	2	5	2	5	5	3	3	3	1	2	3	5	3	Non-Target
143	14	-17.4	-16.8	3	7	2	0	8	2	5	0	0	0	5	1	2	1	2	2	2	2	5	5	1	5	3	2	3	5	5	5	5	2	Non-Target
143	12	-14.3	-16.8	2	8	1	1	8	2	5	0	0	0	5	1	2	1	2	2	2	2	4	2	2	5	2	5	5	5	5	5	3	5	Non-Target
140	19	-26.7	-10.6	6	9	1	0	4	1	5	0	0	1	1	1	2	5	2	2	2	2	2	2	1	5	1	3	5	1	2	1	5	2	Non-Target
143	20	-21.1	-17.7	4	8	3	4	1	3	4	0	0	0	3	1	2	1	1	2	2	2	4	4	4	2	1	3	4	2	3	5	2	2	Non-Target
150	20	-20.1	-17.7	5	9	0	2	4	3	4	0	0	0	2	1	2	1	1	2	2	2	4	4	2	5	1	5	2	1	5	2	5	2	Non-Target
140	19	-20.8	-15.6	6	10	0	2	2	2	4	0	0	1	5	1	2	2	2	2	1	5	2	1	4	1	2	2	4	2	1	1	2	2	Non-Target
140	19	-20.7	-15.6	6	10	0	2	2	2	4	0	0	1	5	1	2	2	2	2	1	5	2	1	4	1	2	2	4	2	1	1	2	2	Non-Target
171	16	-29.8	-17.9	6	10	0	1	3	3	4	0	0	0	5	2	2	1	2	1	2	1	2	4	1	2	1	1	2	2	2	5	5	2	Non-Target
170	13	-35	-17.9	6	8	0	0	6	3	4	0	0	0	2	2	2	1	2	1	2	1	2	1	2	1	1	2	5	5	5	5	5	5	Non-Target
170	21	-32.1	-17.9	7	8	1	2	2	3	4	0	0	0	5	2	2	1	2	1	2	1	2	4	1	2	1	1	2	5	2	4	1	3	Non-Target
155	17	-22.2	-17.9	5	8	1	2	4	3	4	0	0	0	5	2	2	1	2	1	2	1	4	4	2	1	2	1	3	2	5	2	5	5	Non-Target
150	19	-22.3	-17.9	3	10	3	1	3	3	4	0	0	0	2	2	2	1	2	1	2	1	2	5	5	3	3	2	5	2	4	3	2	2	Non-Target
149	14	-21.9	-17.9	3	9	3	1	4	3	4	0	0	0	3	2	2	1	2	1	2	1	2	5	2	3	4	2	2	5	5	3	5	2	Non-Target
144	14	-20.6	-14.4	3	9	3	0	5	3	3	0	0	1	3	5	2	1	2	1	2	1	2	5	2	3	3	2	2	2	5	5	2	5	Non-Target
140	7	-18.5	-17.9	5	6	0	0	9	3	4	0	0	0	5	2	2	1	2	1	2	1	5	5	5	5	1	2	5	5	5	1	2	5	Non-Target
149	19	-29.7	-21	6	8	2	2	2	4	2	1	0	0	5	1	2	1	1	1	2	3	2	2	1	2	4	4	2	1	3	2	5	2	Non-Target
151	29	-37.94	-19.2	6	5	0	9	0	3	4	0	0	0	2	1	2	1	2	2	1	2	4	4	4	4	1	1	4	4	4	4	4	1	Non-Target
166	19	-25.8	-16	4	12	1	1	2	2	5	0	0	0	2	2	2	2	2	1	2	1	4	2	5	5	1	3	2	2	2	2	2	1	Non-Target
166	17	-26	-16	4	11	0	0	5	2	5	0	0	0	2	2	2	2	2	1	2	1	5	5	5	1	1	2	2	2	2	2	5	5	Non-Target
161	20	-29.3	-16	5	11	1	2	1	2	4	1	0	0	5	2	2	3	2	1	2	1	2	4	1	2	1	1	2	2	2	2	4	2	Non-Target
158	13	-27.7	-16	5	8	1	0	6	2	5	0	0	0	2	2	2	2	2	1	2	1	3	1	5	1	1	2	5	5	5	2	5	5	Non-Target
154	13	-32.3	-16	5	8	1	0	6	2	4	1	0	0	2	2	2	3	2	1	2	1	2	1	2	1	1	2	5	5	5	5	5	5	Non-Target
152	19	-16.9	-16	3	11	1	2	3	2	5	0	0	0	5	2	2	2	2	1	2	1	4	2	5	4	2	1	3	2	5	2	2	2	Non-Target
147	16	-25	-16	5	8	1	1	5	2	4	1	0	0	5	2	2	3	2	1	2	1	2	4	1	2	1	1	2	5	2	5	5	5	Non-Target
144	19	-21.7	-16	3	10	3	0	4	2	4	1	0	0	2	2	2	3	2	1	2	1	2	5	5	3	3	2	5	2	2	2	5	1	Non-Target
140	7	-18.3	-16	3	6	0	0	11	2	5	0	0	0	5	2	2	2	2	1	2	1	5	5	5	5	1	5	2	5	5	5	5	5	Non-Target
140	7	-18.7	-16	3	7	2	0	8	2	5	0	0	0	5	2	2	2	2	1	2	1	5	5	5	3	3	2	5	5	5	2	1	5	Non-Target
140	17	-21.7	-16	2	10	3	1	4	2	4	1	0	0	3	2	2	3	2	1	2	1	2	5	2	3	4	2	2	5	2	2	5	5	Non-Target
166	19	-25.8	-16	4	12	1	1	2	2	5	0	0	0	2	2	2	2	2	1	2	1	4	2	5	5	1	3	2	2	2	2	2	1	Non-Target
166	17	-26	-16	4	11	0	0	5	2	5	0	0	0	2	2	2	2	2	1	2	1	5	5	5	1	1	2	2	2	2	2	5	5	Non-Target
161	20	-29.3	-16	5	11	1	2	1	2	4	1	0	0	5	2	2	3	2	1	2	1	2	4	1	2	1	1	2	2	2	2	4	2	Non-Target
158	13	-27.7	-16	5	8	1	0	6	2	5	0	0	0	2	2	2	2	2	1	2	1	3	1	5	1	1	2	5	5	5	2	5	5	Non-Target
154	13	-32.3	-16	5	8	1	0	6	2	4	1	0	0	2	2	2	3	2	1	2	1	2	1	2	1	1	2	5	5	5	5	5	5	Non-Target
152	19	-16.9	-16	3	11	1	2	3	2	5	0	0	0	5	2	2	2	2	1	2	1	4	2	5	4	2	1	3	2	5	2	2	2	Non-Target
147	16	-25	-16	5	8	1	1	5	2	4	1	0	0	5	2	2	3	2	1	2	1	2	4	1	2	1	1	2	5	2	5	5	5	Non-Target
144	19	-21.7	-16	3	10	3	0	4	2	4	1	0	0	2	2	2	3	2	1	2	1	2	5	5	3	3	2	5	2	2	2	5	1	Non-Target
140	7	-18.3	-16	3	6	0	0	11	2	5	0	0	0	5	2	2	2	2	1	2	1	5	5	5	5	1	5	2	5	5	5	5	5	Non-Target
140	7	-18.7	-16	3	7	2	0	8	2	5	0	0	0	5	2	2	2	2	1	2	1	5	5	5	3	3	2	5	5	5	2	1	5	Non-Target
140	17	-21.7	-16	2	10	3	1	4	2	4	1	0	0	3	2	2	3	2	1	2	1	2	5	2	3	4	2	2	5	2	2	5	5	Non-Target
158	17	-31	-20.9	6	7	2	0	5	4	3	0	0	0	2	1	2	1	1	2	2	1	2	5	5	1	2	3	3	5	1	2	5	5	Non-Target
162	19	-26.6	-19	5	10	2	1	2	3	4	0	0	0	2	1	1	2	2	2	1	2	2	5	2	1	5	4	1	3	2	2	3	2	Non-Target
153	18	-22.3	-19.3	7	6	1	1	5	4	3	0	0	0	5	2	2	1	1	1	2	1	4	1	5	1	5	5	3	2	2	2	1	5	Non-Target
150	13	-27.7	-19.3	6	5	1	0	8	4	3	0	0	0	2	2	2	1	1	1	2	1	3	1	5	5	2	1	5	5	5	5	5	5	Non-Target
149	18	-22.1	-19.3	6	5	4	1	4	4	3	0	0	0	5	2	2	1	1	1	2	1	3	1	5	4	1	2	3	5	2	3	3	5	Non-Target
141	8	-19.9	-19.3	6	5	1	0	8	4	3	0	0	0	5	2	2	1	1	1	2	1	3	5	5	5	2	5	5	2	5	1	1	5	Non-Target
141	17	-19.4	-14.5	6	7	1	1	5	2	4	0	0	1	5	5	2	1	2	2	1	2	1	5	4	1	3	1	2	5	1	2	2	5	Non-Target
149	14	-22.5	-19.3	7	4	5	1	3	4	3	0	0	0	5	2	2	1	1	1	2	1	4	1	3	1	3	3	2	5	3	3	1	5	Non-Target
148	17	-25.3	-19.3	7	5	1	1	6	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	4	1	1	2	1	5	2	3	5	5	Non-Target
142	16	-27.2	-15.8	7	5	4	0	4	4	2	0	0	1	3	5	2	1	1	1	2	1	3	5	1	3	5	1	2	2	2	3	1	5	Non-Target
150	19	-23.6	-18.6	8	5	1	1	5	3	4	0	0	0	5	1	2	1	2	2	1	2	5	5	4	1	1	1	5	1	5	3	2	1	Non-Target
140	7	-17.2	-18.6	3	4	1	0	12	3	4	0	0	0	5	1	2	1	2	2	1	2	5	5	5	5	5	5	5	5	5	5	5	3	Non-Target
153	12	-27.9	-19.3	7	6	2	0	5	4	3	0	0	0	2	2	2	1	1	1	2	1	3	1	5	1	2	5	5	2	3	5	5	1	Non-Target
152	17	-26.5	-19.3	7	6	4	1	2	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	3	1	4	1	2	2	3	3	5	1	Non-Target
158	17	-23	-17.9	5	7	2	0	6	3	4	0	0	0	5	2	2	1	2	1	2	1	2	5	5	1	3	3	2	5	2	1	5	5	Non-Target
148	18	-32.3	-14.2	7	6	2	0	5	3	3	0	0	1	5	5	2	1	2	2	1	1	2	5	3	1	1	2	1	5	5	2	3	1	Non-Target
147	20	-28.8	-18.1	6	7	2	1	4	3	4	0	0	0	1	2	2	1	2	2	1	1	4	2	3	2	5	1	5	1	5	3	5	2	Non-Target
146	15	-27.8	-18.1	6	6	2	1	5	3	4	0	0	0	1	2	2	1	2	2	1	1	2	5	3	5	1	4	2	1	5	3	5	5	Non-Target
158	23	-31	-17.9	6	9	0	4	1	3	4	0	0	0	2	2	2	1	2	1	2	1	5	4	4	1	2	1	1	2	4	4	2	2	Non-Target
155	20	-21.4	-17.9	4	9	2	1	4	3	4	0	0	0	5	2	2	1	2	1	2	1	2	5	4	2	1	3	2	5	5	2	3	2	Non-Target
152	19	-29.3	-17.9	4	10	2	3	1	3	4	0	0	0	2	2	2	1	2	1	2	1	2	4	4	4	3	3	2	2	5	1	2	2	Non-Target
151	14	-23.1	-17.9	3	9	2	0	6	3	4	0	0	0	2	2	2	1	2	1	2	1	5	5	2	3	3	2	2	5	5	5	5	2	Non-Target
148	13	-25.5	-17.9	5	7	0	1	7	3	4	0	0	0	2	2	2	1	2	1	2	1	2	5	4	2	1	1	5	5	5	5	5	5	Non-Target
148	19	-24.2	-17.9	3	10	3	3	1	3	4	0	0	0	2	2	2	1	2	1	2	1	2	4	4	4	3	3	2	2	2	3	5	2	Non-Target
141	14	-17.8	-17.9	4	6	1	1	8	3	4	0	0	0	5	2	2	1	2	1	2	1	5	5	2	4	3	1	2	5	5	5	5	5	Non-Target
153	18	-26.2	-18.1	5	9	1	1	4	3	4	0	0	0	1	2	2	1	2	2	1	1	2	4	2	3	5	5	1	2	5	2	2	5	Non-Target
143	20	-28.1	-18.1	5	8	0	1	6	3	4	0	0	0	1	2	2	1	2	2	1	1	5	5	2	5	1	5	5	4	2	5	2	2	Non-Target
167	20	-26.2	-19.5	6	9	0	1	4	4	3	0	0	0	5	2	1	1	2	1	1	2	1	5	2	2	5	2	5	2	2	4	2	1	Non-Target
150	17	-24.1	-19.5	4	8	3	0	5	4	3	0	0	0	2	2	1	1	2	1	1	2	5	5	3	2	5	5	3	2	2	2	5	3	Non-Target
148	14	-18.6	-16.8	3	8	3	2	4	2	5	0	0	0	5	1	1	2	2	2	2	2	2	4	4	2	1	2	3	5	5	3	5	3	Non-Target
171	16	-29.8	-17.9	6	10	0	1	3	3	4	0	0	0	5	2	2	1	2	1	2	1	2	4	1	2	1	1	2	2	2	5	5	2	Non-Target
170	13	-35	-17.9	6	8	0	0	6	3	4	0	0	0	2	2	2	1	2	1	2	1	2	1	2	1	1	2	5	5	5	5	5	5	Non-Target
170	21	-32.1	-17.9	7	8	1	2	2	3	4	0	0	0	5	2	2	1	2	1	2	1	2	4	1	2	1	1	2	5	2	4	1	3	Non-Target
155	17	-22.2	-17.9	5	8	1	2	4	3	4	0	0	0	5	2	2	1	2	1	2	1	4	4	2	1	2	1	3	2	5	2	5	5	Non-Target
150	19	-22.3	-17.9	3	10	3	1	3	3	4	0	0	0	2	2	2	1	2	1	2	1	2	5	5	3	3	2	5	2	4	3	2	2	Non-Target
149	14	-21.9	-17.9	3	9	3	1	4	3	4	0	0	0	3	2	2	1	2	1	2	1	2	5	2	3	4	2	2	5	5	3	5	2	Non-Target
144	14	-20.6	-14.4	3	9	3	0	5	3	3	0	0	1	3	5	2	1	2	1	2	1	2	5	2	3	3	2	2	2	5	5	2	5	Non-Target
140	7	-18.5	-17.9	5	6	0	0	9	3	4	0	0	0	5	2	2	1	2	1	2	1	5	5	5	5	1	2	5	5	5	1	2	5	Non-Target
164	19	-34.6	-19	8	9	0	2	1	3	4	0	0	0	2	1	2	1	2	1	2	2	4	2	1	4	2	5	2	2	1	1	1	1	Non-Target
156	15	-18	-19.1	3	9	3	0	5	3	4	0	0	0	5	2	1	2	1	1	2	2	5	3	2	2	2	5	3	2	5	5	3	2	Non-Target
158	13	-27.7	-16	5	7	2	0	6	2	5	0	0	0	2	2	2	2	2	1	2	1	3	1	5	1	1	2	5	5	5	3	5	5	Non-Target
156	15	-24.1	-16	4	9	1	0	6	2	5	0	0	0	2	2	2	2	2	1	2	1	5	5	5	1	1	2	2	2	5	3	5	5	Non-Target
155	16	-26.8	-16	5	9	1	1	4	2	4	1	0	0	5	2	2	3	2	1	2	1	2	4	1	2	1	1	2	2	2	5	5	5	Non-Target
154	13	-32.7	-16	5	8	1	0	6	2	4	1	0	0	2	2	2	3	2	1	2	1	2	1	2	1	1	2	5	5	5	5	5	5	Non-Target
154	19	-21.6	-16	4	10	2	1	3	2	5	0	0	0	2	2	2	2	2	1	2	1	4	2	5	5	1	3	2	2	2	5	3	1	Non-Target
152	17	-17.6	-16	3	9	2	1	5	2	5	0	0	0	5	2	2	2	2	1	2	1	5	4	2	3	3	2	5	2	2	1	5	5	Non-Target
148	19	-26.1	-16	7	8	1	2	2	2	4	1	0	0	5	2	2	3	2	1	2	1	2	4	1	2	1	1	2	5	2	4	1	1	Non-Target
148	19	-18.9	-16	5	8	1	3	3	2	5	0	0	0	5	2	2	2	2	1	2	1	4	4	4	3	1	5	2	2	2	1	5	1	Non-Target
144	18	-20.3	-16	4	9	2	2	3	2	4	1	0	0	5	2	2	3	2	1	2	1	4	4	2	1	2	1	3	2	5	2	2	5	Non-Target
140	7	-18.9	-16	3	7	0	0	10	2	5	0	0	0	5	2	2	2	2	1	2	1	5	5	5	5	1	5	2	5	2	5	5	5	Non-Target
140	7	-26.8	-20.7	6	5	0	0	9	4	3	0	0	0	2	1	1	1	2	2	2	1	5	5	5	5	5	5	5	1	1	2	5	5	Non-Target
145	18	-28	-16	6	8	2	1	3	2	4	1	0	0	2	3	2	2	1	2	1	2	1	1	5	5	1	2	3	1	4	2	2	5	Non-Target
157	21	-30.4	-22.7	7	7	2	3	1	5	2	0	0	0	2	1	2	1	2	1	1	1	1	4	4	2	2	3	1	5	3	2	4	2	Non-Target
