Score	AlignLen	totalMFE	seedMFE	totalGC	totalAU	totalGU	totalGaps	totalMismatches	seedGC	seedAU	seedGU	seedGaps	seedMismatches	Pos_1	Pos_2	Pos_3	Pos_4	Pos_5	Pos_6	Pos_7	Pos_8	Pos_9	Pos_10	Pos_11	Pos_12	Pos_13	Pos_14	Pos_15	Pos_16	Pos_17	Pos_18	Pos_19	Pos_20	Class
140.000000	7	9.50	-1.50	4	4	3	0	9	3	4	0	0	0	5	2	2	1	2	2	1	1	5	3	5	5	3	1	5	5	3	5	5	5	Target
146.000000	17	4.60	 1.30	4	8	2	0	6	2	5	0	0	0	2	2	1	2	2	1	2	2	5	5	3	5	2	5	1	2	5	1	5	3	Target
141.000000	12	4.00	-0.50	4	6	1	0	9	3	4	0	0	0	5	1	1	2	2	2	1	2	5	5	5	1	2	5	5	5	2	5	3	5	Target
169.000000	16	3.90	-2.50	5	9	1	0	5	3	4	0	0	0	5	1	2	2	2	1	2	1	1	2	2	1	5	5	2	2	2	5	3	5	Target
159.000000	18	6.50	-3.40	4	10	1	0	5	3	4	0	0	0	2	1	2	2	2	1	1	2	2	2	5	5	5	2	3	5	2	1	2	5	Target
144.000000	19	8.00	-1.10	3	9	3	0	5	2	4	1	0	0	5	1	2	2	2	3	1	2	3	2	5	5	2	2	3	5	2	1	5	2	Target
142.000000	19	6.50	-3.70	5	9	2	1	3	3	3	1	0	0	2	1	2	2	2	1	1	3	2	2	5	5	2	2	4	1	1	3	5	2	Target
156.000000	11	7.00	-2.00	7	5	1	0	7	4	3	0	0	0	5	1	2	1	1	2	2	1	3	2	2	1	5	5	1	5	5	5	5	1	Target
163.000000	20	5.80	-0.50	4	11	1	1	3	3	4	0	0	0	2	1	1	2	2	2	1	2	4	2	2	2	5	2	2	3	2	5	5	1	Target
142.000000	15	4.22	-0.50	5	7	0	1	7	3	4	0	0	0	2	1	1	2	2	2	1	2	5	5	4	2	1	5	2	1	5	5	5	5	Target
153.000000	20	5.60	-0.40	5	9	1	3	2	3	4	0	0	0	2	2	1	2	1	2	2	1	2	4	4	4	1	2	3	5	5	2	2	1	Target
149.000000	14	9.00	-0.40	3	8	4	1	4	3	4	0	0	0	2	2	1	2	1	2	2	1	4	3	2	3	2	3	2	5	5	5	3	5	Target
154.000000	17	11.70	-2.00	6	7	2	2	3	4	3	0	0	0	5	1	2	1	1	2	2	1	4	2	4	2	3	1	3	2	1	2	5	5	Target
153.000000	18	8.00	-2.00	5	9	1	1	4	4	3	0	0	0	2	1	2	1	1	2	2	1	4	2	2	1	3	5	5	5	2	2	2	5	Target
143.000000	23	8.10	-2.00	5	7	3	4	1	4	3	0	0	0	2	1	2	1	1	2	2	1	4	4	4	4	2	2	3	1	3	5	3	2	Target
158.000000	17	4.80	-0.40	4	11	0	0	5	3	4	0	0	0	2	2	1	2	1	2	2	1	2	5	2	1	5	5	2	2	5	2	5	2	Target
154.000000	19	6.80	-0.40	7	7	1	1	4	3	4	0	0	0	3	2	1	2	1	2	2	1	2	4	1	5	1	5	2	5	5	1	2	1	Target
147.000000	20	-6.40	-0.60	5	7	4	1	3	2	4	1	0	0	5	2	2	2	3	2	1	1	3	3	2	4	2	1	2	1	5	5	3	1	Target
147.000000	14	7.60	-3.00	5	6	1	0	8	3	4	0	0	0	5	2	2	2	1	2	1	1	3	5	5	1	5	1	2	5	5	2	5	5	Target
146.000000	22	7.50	-3.00	6	6	0	3	5	3	4	0	0	0	5	2	2	2	1	2	1	1	5	4	2	4	4	2	1	5	1	5	1	5	Target
165.000000	23	8.30	-3.00	6	10	0	4	0	3	4	0	0	0	2	2	2	2	1	2	1	1	4	4	2	2	2	4	2	1	2	1	1	4	Target
156.000000	20	3.20	-3.00	6	8	1	3	2	3	4	0	0	0	5	2	2	2	1	2	1	1	2	2	5	4	2	1	4	4	1	2	3	1	Target
143.000000	19	4.30	-3.00	7	7	2	1	3	3	3	0	0	1	2	5	2	2	1	2	1	1	3	5	2	4	1	2	1	5	3	1	2	1	Target
142.000000	20	4.40	-0.60	7	6	1	2	4	2	4	1	0	0	5	2	2	2	3	2	1	1	2	4	4	1	2	1	5	1	5	5	1	1	Target
140.000000	21	4.90	-1.10	3	9	5	1	2	2	4	1	0	0	2	2	2	2	1	2	3	1	5	3	2	5	2	3	4	2	3	1	2	3	Target
162.000000	20	5.40	-3.00	6	8	3	2	1	3	4	0	0	0	2	2	2	2	1	2	1	1	2	3	5	1	4	4	2	1	1	2	3	3	Target
152.000000	20	3.24	-3.00	8	6	1	3	2	3	4	0	0	0	5	2	2	2	1	2	1	1	2	4	4	1	5	1	4	1	1	2	3	1	Target
148.000000	15	13.20	-3.00	5	7	0	0	8	3	4	0	0	0	5	2	2	2	1	2	1	1	2	5	2	5	5	5	2	1	5	5	5	1	Target
140.000000	7	7.00	-3.00	4	5	3	0	8	3	4	0	0	0	5	2	2	2	1	2	1	1	5	3	5	5	5	1	5	3	5	2	5	3	Target
151.000000	14	6.70	-3.00	5	6	3	0	6	3	4	0	0	0	3	2	2	2	1	2	1	1	3	3	5	1	5	1	2	5	5	2	5	5	Target
149.000000	21	4.40	-3.00	7	6	1	3	3	3	4	0	0	0	3	2	2	2	1	2	1	1	4	4	2	1	2	4	1	5	1	5	1	5	Target
160.000000	17	5.60	 1.20	9	5	0	1	5	4	3	0	0	0	5	1	1	2	1	1	2	2	4	1	5	2	5	2	1	1	1	1	5	5	Target
157.000000	20	3.80	 1.20	6	7	3	2	2	4	3	0	0	0	5	1	1	2	1	1	2	2	2	4	2	4	1	2	3	3	3	1	2	5	Target
143.000000	20	7.30	-5.10	7	6	1	4	2	4	3	0	0	0	3	2	1	1	1	2	1	2	4	4	4	2	1	4	2	5	1	1	5	2	Target
141.000000	18	7.00	-1.70	6	7	3	1	3	4	2	1	0	0	2	1	2	1	1	3	2	1	5	2	1	3	4	2	2	1	3	5	2	5	Target
141.000000	18	7.00	-1.70	6	7	3	1	3	4	2	1	0	0	2	1	2	1	1	3	2	1	5	2	1	3	4	2	2	1	3	5	2	5	Target
140.000000	19	7.00	-1.70	6	7	2	0	5	4	2	1	0	0	2	1	2	1	1	3	2	1	5	2	1	3	5	2	5	2	5	2	5	1	Target
150.000000	19	6.30	-3.00	6	8	1	1	4	4	3	0	0	0	2	1	1	2	1	2	1	2	5	4	1	2	2	2	5	5	5	1	2	3	Target
153.000000	18	6.90	-2.30	7	6	1	1	5	4	3	0	0	0	5	2	2	1	1	1	2	1	4	1	5	1	5	5	3	2	2	2	1	5	Target
145.000000	8	9.70	-2.30	5	4	2	0	9	4	3	0	0	0	5	2	2	1	1	1	2	1	1	5	5	5	3	5	5	2	5	3	5	5	Target
142.000000	13	9.90	-2.30	5	5	1	0	9	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	5	5	2	1	5	5	5	5	5	5	Target
143.000000	16	9.80	-2.30	4	6	5	1	4	4	3	0	0	0	2	2	2	1	1	1	2	1	3	4	3	3	3	3	5	2	2	5	5	5	Target
154.000000	13	10.50	-2.30	8	4	2	0	6	4	3	0	0	0	3	2	2	1	1	1	2	1	5	1	5	1	2	1	5	5	3	5	1	5	Target
148.000000	17	10.10	-2.30	5	6	3	1	5	4	3	0	0	0	5	2	2	1	1	1	2	1	3	5	3	4	2	3	2	2	5	1	5	5	Target
142.000000	17	12.80	-2.30	6	5	4	0	5	3	3	1	0	0	3	2	2	3	1	1	2	1	3	1	3	5	5	1	2	5	2	1	5	5	Target
141.000000	8	10.00	-2.30	5	3	3	0	9	4	3	0	0	0	3	2	2	1	1	1	2	1	3	5	5	5	3	5	5	5	5	1	5	5	Target
140.000000	17	-7.70	-2.30	7	6	2	1	4	3	3	1	0	0	5	2	2	3	1	1	2	1	5	4	1	3	2	1	5	2	2	1	5	1	Target
148.000000	19	6.30	-2.30	7	7	2	2	2	4	3	0	0	0	2	2	2	1	1	1	2	1	5	4	1	3	4	3	2	1	2	2	5	1	Target
140.000000	7	10.60	-2.30	5	5	3	0	7	4	3	0	0	0	2	2	2	1	1	1	2	1	5	5	5	3	3	3	5	5	2	5	1	5	Target
144.000000	15	9.40	-2.30	7	5	3	2	3	4	3	0	0	0	3	2	2	1	1	1	2	1	4	1	3	3	4	1	2	2	5	5	1	5	Target
158.000000	23	8.30	-2.00	7	7	1	5	0	4	3	0	0	0	2	1	2	1	1	2	2	1	2	4	4	4	4	4	2	1	1	3	2	1	Target
149.000000	20	10.30	-1.70	9	5	3	2	1	4	2	1	0	0	5	1	2	1	1	3	2	1	4	2	1	1	3	2	1	3	4	1	2	1	Target
160.000000	18	6.64	-2.30	7	8	1	2	2	4	3	0	0	0	2	2	2	1	1	1	2	1	4	4	1	1	5	3	2	1	2	2	2	5	Target
150.000000	18	8.60	-2.30	8	6	1	3	2	4	3	0	0	0	3	2	2	1	1	1	2	1	4	1	5	1	1	2	4	4	2	2	1	5	Target
146.000000	13	10.00	-2.30	5	5	5	0	5	4	3	0	0	0	3	2	2	1	1	1	2	1	3	5	3	3	2	3	5	5	2	5	5	1	Target
144.000000	17	10.10	-2.30	5	7	2	1	5	4	3	0	0	0	2	2	2	1	1	1	2	1	5	5	1	3	5	3	2	4	2	2	5	5	Target
140.000000	7	9.60	-2.30	4	4	1	0	11	4	3	0	0	0	2	2	2	1	1	1	2	1	5	5	5	5	3	5	5	5	5	5	5	5	Target
148.000000	17	10.10	-2.30	4	8	3	1	4	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	3	5	2	3	4	2	2	2	5	5	Target
157.000000	19	12.00	-2.30	7	7	1	2	3	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	3	1	4	4	2	1	2	2	2	1	Target
146.000000	19	7.80	-1.70	8	7	2	1	2	3	2	2	0	0	5	3	2	1	1	3	2	1	5	2	1	1	2	2	4	1	2	1	2	1	Target
153.000000	18	6.90	-2.30	7	6	1	1	5	4	3	0	0	0	5	2	2	1	1	1	2	1	4	1	5	1	5	5	3	2	2	2	1	5	Target
145.000000	8	9.70	-2.30	5	4	2	0	9	4	3	0	0	0	5	2	2	1	1	1	2	1	1	5	5	5	3	5	5	2	5	3	5	5	Target
142.000000	13	9.90	-2.30	5	5	1	0	9	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	5	5	2	1	5	5	5	5	5	5	Target
168.000000	17	13.90	-2.30	9	6	0	1	4	4	3	0	0	0	5	2	2	1	1	1	2	1	4	1	1	1	2	1	2	2	5	1	5	5	Target
150.000000	13	9.60	-2.30	8	4	4	0	4	4	3	0	0	0	3	2	2	1	1	1	2	1	5	5	1	3	2	1	5	5	3	3	1	1	Target
146.000000	17	9.60	-2.30	5	7	1	3	4	4	3	0	0	0	5	2	2	1	1	1	2	1	5	4	4	4	2	3	2	2	2	1	5	5	Target
141.000000	21	14.30	-2.30	8	3	1	4	4	4	3	0	0	0	5	2	2	1	1	1	2	1	4	4	4	4	3	1	1	1	5	1	5	5	Target
148.000000	18	17.10	-4.10	6	8	2	2	2	4	2	1	0	0	3	1	1	2	2	1	1	3	2	1	4	4	2	1	2	2	5	2	2	5	Target
140.000000	18	2.80	-1.60	3	10	1	2	4	0	6	1	0	0	5	2	2	2	2	2	3	2	4	4	2	2	2	1	1	5	2	5	1	5	Target
151.000000	18	24.00	-1.50	8	6	2	0	4	4	2	1	0	0	2	1	3	1	2	2	1	1	1	2	5	2	5	5	1	1	3	2	1	5	Target
142.000000	9	3.40	 0.00	3	6	3	0	8	2	5	0	0	0	5	2	2	2	2	2	1	1	3	3	5	5	5	5	3	1	5	2	5	5	Target
141.000000	8	5.50	 0.00	3	6	4	0	7	2	5	0	0	0	5	2	2	2	2	2	1	1	3	5	5	1	5	5	3	3	5	2	3	5	Target
163.000000	18	8.00	 0.00	6	8	2	0	4	2	5	0	0	0	5	2	2	2	2	2	1	1	3	1	2	5	2	3	1	5	1	5	2	1	Target
158.000000	20	6.50	 0.00	6	7	2	2	3	2	5	0	0	0	5	2	2	2	2	2	1	1	5	4	4	1	3	1	2	3	1	1	5	2	Target
150.000000	21	6.30	-3.00	4	7	4	2	3	3	4	0	0	0	5	2	1	2	1	1	2	2	3	3	3	4	3	2	2	5	2	5	4	1	Target
140.000000	19	9.30	-0.40	8	6	1	0	5	3	3	0	0	1	5	2	1	5	1	1	2	2	3	1	5	5	2	2	5	2	1	1	1	1	Target
153.000000	16	4.20	-3.00	6	8	2	2	2	3	4	0	0	0	1	2	1	2	1	1	2	2	4	1	3	4	2	2	2	2	1	5	3	5	Target
153.000000	16	4.20	-3.00	6	8	2	2	2	3	4	0	0	0	1	2	1	2	1	1	2	2	4	1	3	4	2	2	2	2	1	5	3	5	Target
149.000000	16	14.40	-1.70	9	3	5	0	3	4	2	1	0	0	3	1	2	1	1	3	2	1	2	5	1	1	3	3	1	3	1	5	5	1	Target
141.000000	19	7.40	-1.70	9	2	6	2	1	4	2	1	0	0	5	1	2	1	1	3	2	1	4	4	1	1	3	3	1	3	1	3	1	3	Target
152.000000	14	12.90	-3.90	7	5	0	2	6	5	2	0	0	0	5	1	1	2	1	1	2	1	4	4	1	2	1	2	2	5	5	5	5	5	Target
151.000000	20	14.30	-3.90	8	4	2	1	5	5	2	0	0	0	5	1	1	2	1	1	2	1	2	3	4	2	1	5	5	3	5	5	1	1	Target
141.000000	19	12.30	-3.90	8	4	1	0	7	4	2	0	0	1	5	5	1	2	1	1	2	1	5	5	1	5	3	2	2	5	1	5	1	1	Target
140.000000	24	14.00	-4.20	7	3	2	4	4	5	1	1	0	0	5	1	1	2	1	1	3	1	5	5	1	4	4	4	4	2	1	5	2	3	Target
158.000000	17	10.34	-0.80	7	8	1	2	2	3	4	0	0	0	2	1	2	1	2	2	1	2	2	4	1	4	1	2	1	3	2	1	5	5	Target
150.000000	9	3.00	-2.00	4	6	0	0	10	3	4	0	0	0	5	2	1	1	2	1	2	2	2	2	5	5	5	5	5	1	5	5	5	5	Target
140.000000	7	8.00	-2.00	5	6	1	0	8	3	4	0	0	0	1	2	1	1	2	1	2	2	5	5	5	1	5	2	5	5	5	2	3	5	Target
148.000000	19	9.00	-5.30	6	6	1	0	7	4	3	0	0	0	5	1	2	1	1	1	2	2	5	5	5	5	2	3	5	2	5	1	2	1	Target
147.000000	18	7.30	-1.80	7	8	0	0	5	3	3	0	0	1	5	1	2	1	5	1	2	2	1	5	5	2	2	1	2	2	1	1	2	5	Target
146.000000	19	9.20	-5.30	8	6	0	1	5	4	3	0	0	0	2	1	2	1	1	1	2	2	5	1	5	5	4	1	5	2	5	1	2	1	Target
142.000000	9	9.20	-5.30	6	6	1	0	7	4	3	0	0	0	2	1	2	1	1	1	2	2	5	1	5	5	5	5	2	5	5	1	2	3	Target
140.000000	7	9.20	-5.30	4	4	2	0	10	4	3	0	0	0	2	1	2	1	1	1	2	2	5	5	5	5	5	3	5	5	5	5	5	3	Target
159.000000	20	8.00	-0.90	4	10	1	1	4	2	5	0	0	0	3	2	2	2	2	1	1	2	5	2	2	5	4	2	1	5	2	2	1	5	Target
141.000000	24	7.00	-0.90	5	9	2	4	0	2	4	1	0	0	2	3	2	2	2	1	1	2	4	2	4	2	3	4	1	1	2	1	2	4	Target
159.000000	20	8.00	-0.90	4	10	1	1	4	2	5	0	0	0	3	2	2	2	2	1	1	2	5	2	2	5	4	2	1	5	2	2	1	5	Target
141.000000	24	7.00	-0.90	5	9	2	4	0	2	4	1	0	0	2	3	2	2	2	1	1	2	4	2	4	2	3	4	1	1	2	1	2	4	Target
141.000000	17	8.00	-0.90	3	9	1	3	4	2	5	0	0	0	5	2	2	2	2	1	1	2	4	4	2	5	3	2	1	4	2	2	5	5	Target
140.000000	21	-5.50	 1.00	3	10	3	1	3	1	5	1	0	0	2	2	2	2	2	3	1	2	5	5	2	1	3	5	4	1	2	2	2	3	Target
154.000000	17	11.70	-2.00	6	7	2	2	3	4	3	0	0	0	5	1	2	1	1	2	2	1	4	2	4	2	3	1	3	2	1	2	5	5	Target
153.000000	18	8.50	-2.00	5	9	1	1	4	4	3	0	0	0	2	1	2	1	1	2	2	1	4	2	2	1	3	5	5	5	2	2	2	5	Target
143.000000	23	10.10	-2.00	5	7	3	4	1	4	3	0	0	0	2	1	2	1	1	2	2	1	4	4	4	4	2	2	3	1	3	5	3	2	Target
150.000000	9	7.50	-0.90	2	9	2	0	7	2	5	0	0	0	2	2	2	2	2	1	1	2	2	2	5	5	3	5	3	5	5	2	5	5	Target
166.000000	21	-4.20	-0.90	4	12	0	2	2	2	5	0	0	0	2	2	2	2	2	1	1	2	2	2	5	1	4	1	2	5	4	2	2	2	Target
157.000000	20	10.30	-0.90	3	9	2	0	6	2	5	0	0	0	5	2	2	2	2	1	1	2	2	5	5	1	3	5	5	2	2	2	5	3	Target
155.000000	20	8.70	-0.90	2	11	2	1	4	2	5	0	0	0	5	2	2	2	2	1	1	2	2	2	4	2	5	5	2	3	2	5	2	3	Target
149.000000	18	10.70	-0.90	4	8	2	1	5	2	5	0	0	0	5	2	2	2	2	1	1	2	5	5	3	5	1	2	1	4	2	2	3	5	Target
160.000000	20	12.00	-0.90	4	12	0	3	1	2	5	0	0	0	2	2	2	2	2	1	1	2	2	2	2	4	1	2	4	4	2	2	1	5	Target
160.000000	19	7.40	 1.20	6	9	0	0	5	4	3	0	0	0	2	2	1	1	2	1	1	2	1	2	5	5	2	2	5	1	5	5	2	2	Target
152.000000	19	6.50	 1.20	7	8	0	3	2	4	3	0	0	0	2	2	1	1	2	1	1	2	1	4	4	4	2	5	5	2	2	2	1	1	Target
152.000000	19	6.50	 1.20	7	8	0	3	2	4	3	0	0	0	2	2	1	1	2	1	1	2	1	4	4	4	2	5	5	2	2	2	1	1	Target
171.000000	20	9.70	 1.20	5	10	1	1	3	4	3	0	0	0	5	2	1	1	2	1	1	2	4	1	5	2	2	2	2	2	2	2	5	3	Target
148.000000	24	7.70	-3.00	7	6	0	3	4	3	4	0	0	0	1	2	2	2	1	2	1	1	5	4	2	4	4	2	1	5	1	5	1	5	Target
147.000000	14	7.60	-3.00	6	6	1	0	7	3	4	0	0	0	1	2	2	2	1	2	1	1	3	5	5	1	5	1	2	5	5	2	5	5	Target
153.000000	19	7.00	-3.00	7	8	0	2	3	3	4	0	0	0	1	2	2	2	1	2	1	1	4	4	2	5	2	5	2	1	5	2	1	1	Target
152.000000	18	5.00	-3.00	5	8	1	2	4	3	4	0	0	0	5	2	2	2	1	2	1	1	4	4	2	2	2	5	2	1	3	5	1	5	Target
161.000000	21	4.00	-2.00	6	9	1	3	1	4	3	0	0	0	2	1	2	1	1	2	2	1	1	4	4	2	5	3	2	2	1	2	4	2	Target
161.000000	18	8.40	-2.00	7	8	1	1	3	4	3	0	0	0	2	1	2	1	1	2	2	1	1	4	1	1	2	2	3	5	5	2	2	5	Target
154.000000	18	10.00	-2.00	8	6	0	4	2	4	3	0	0	0	5	1	2	1	1	2	2	1	1	4	4	4	4	2	1	1	2	2	1	5	Target
152.000000	11	13.60	-2.00	6	5	2	0	7	4	3	0	0	0	2	1	2	1	1	2	2	1	1	2	3	3	5	5	1	5	5	5	5	5	Target
145.000000	18	6.70	-2.00	5	8	3	1	3	3	3	1	0	0	3	3	2	1	1	2	2	1	1	5	1	5	2	2	3	2	4	2	2	5	Target
140.000000	7	8.70	-2.00	5	4	1	4	6	4	3	0	0	0	2	1	2	1	1	2	2	1	5	5	5	1	3	5	5	5	4	4	4	4	Target
171.000000	21	-3.50	-3.00	8	8	0	2	2	3	4	0	0	0	1	2	2	2	1	2	1	1	2	2	2	4	4	1	2	5	1	5	1	1	Target
164.000000	21	6.10	-3.00	7	7	1	1	4	3	4	0	0	0	5	2	2	2	1	2	1	1	5	3	5	1	2	1	4	2	1	1	2	5	Target
149.000000	24	5.70	-0.60	4	7	4	3	2	2	4	1	0	0	5	2	2	2	3	2	1	1	3	2	2	1	2	5	3	4	4	4	3	1	Target
161.000000	19	-4.80	 0.30	6	8	2	2	2	2	5	0	0	0	5	2	1	2	2	2	1	2	2	2	5	1	4	4	2	1	3	1	3	1	Target
157.000000	16	8.60	 0.30	4	7	3	0	6	2	5	0	0	0	5	2	1	2	2	2	1	2	3	3	5	5	2	3	2	1	1	5	5	5	Target
166.000000	20	7.50	-0.80	6	10	0	2	2	3	4	0	0	0	2	1	2	1	1	2	2	2	5	1	2	4	4	1	1	2	2	2	2	5	Target
145.000000	19	5.07	-0.80	4	8	2	2	4	3	4	0	0	0	5	1	2	1	1	2	2	2	4	4	3	1	3	2	2	5	5	5	2	2	Target
140.000000	7	3.90	-0.80	3	6	1	0	10	3	4	0	0	0	5	1	2	1	1	2	2	2	5	5	5	5	2	3	5	5	2	5	5	5	Target
171.000000	16	7.50	-2.80	6	10	0	1	3	3	4	0	0	0	5	2	2	1	2	1	2	1	2	4	1	2	1	1	2	2	2	5	5	2	Target
170.000000	13	15.20	-2.80	6	8	0	0	6	3	4	0	0	0	2	2	2	1	2	1	2	1	2	1	2	1	1	2	5	5	5	5	5	5	Target
170.000000	21	9.20	-2.80	7	8	1	2	2	3	4	0	0	0	5	2	2	1	2	1	2	1	2	4	1	2	1	1	2	5	2	4	1	3	Target
155.000000	17	4.70	-2.80	5	8	1	2	4	3	4	0	0	0	5	2	2	1	2	1	2	1	4	4	2	1	2	1	3	2	5	2	5	5	Target
150.000000	19	7.40	-2.80	3	10	3	1	3	3	4	0	0	0	2	2	2	1	2	1	2	1	2	5	5	3	3	2	5	2	4	3	2	2	Target
149.000000	14	4.10	-2.80	3	9	3	1	4	3	4	0	0	0	3	2	2	1	2	1	2	1	2	5	2	3	4	2	2	5	5	3	5	2	Target
144.000000	14	4.00	-2.80	3	9	3	0	5	3	3	0	0	1	3	5	2	1	2	1	2	1	2	5	2	3	3	2	2	2	5	5	2	5	Target
140.000000	7	9.20	-2.80	5	6	0	0	9	3	4	0	0	0	5	2	2	1	2	1	2	1	5	5	5	5	1	2	5	5	5	1	2	5	Target
165.000000	18	4.50	 1.30	7	9	0	1	3	2	5	0	0	0	2	2	2	2	2	1	2	1	1	1	5	1	1	2	5	4	2	1	2	5	Target
164.000000	19	5.20	 1.30	4	11	1	0	4	2	5	0	0	0	2	2	2	2	2	1	2	1	5	5	5	1	1	2	2	2	5	3	2	2	Target
157.000000	18	4.40	 1.30	3	10	2	1	4	2	5	0	0	0	5	2	2	2	2	1	2	1	5	4	2	3	3	2	5	2	2	1	2	5	Target
147.000000	16	6.80	-0.60	5	9	1	1	4	2	4	1	0	0	5	2	2	3	2	1	2	1	5	4	1	2	1	1	2	2	2	5	5	2	Target
146.000000	13	8.50	-0.60	5	7	1	0	7	2	4	1	0	0	2	2	2	3	2	1	2	1	5	1	2	1	1	2	5	5	5	5	5	5	Target
146.000000	17	7.60	 1.30	4	8	2	3	3	2	5	0	0	0	5	2	2	2	2	1	2	1	4	4	4	3	1	5	2	2	2	1	5	3	Target
143.000000	16	1.00	 1.30	3	9	2	1	5	2	5	0	0	0	2	2	2	2	2	1	2	1	5	5	5	3	1	4	2	2	2	5	3	5	Target
142.000000	21	8.10	-0.60	5	7	3	2	3	2	4	1	0	0	5	2	2	3	2	1	2	1	5	4	1	2	1	1	2	5	2	4	3	3	Target
140.000000	7	-3.60	 1.30	3	8	0	0	9	2	5	0	0	0	5	2	2	2	2	1	2	1	5	5	5	5	1	5	2	5	2	5	2	5	Target
171.000000	20	7.10	 1.30	7	9	1	1	2	2	5	0	0	0	2	2	2	2	2	1	2	1	1	1	3	1	1	2	5	4	2	1	2	5	Target
168.000000	19	8.80	 1.30	4	11	2	0	3	2	5	0	0	0	2	2	2	2	2	1	2	1	5	5	3	1	1	2	2	2	5	3	2	2	Target
160.000000	20	4.60	 1.30	3	11	1	4	1	2	5	0	0	0	5	2	2	2	2	1	2	1	4	4	4	4	3	2	2	2	2	1	2	2	Target
151.000000	23	8.40	 1.30	3	9	3	3	2	2	5	0	0	0	2	2	2	2	2	1	2	1	5	5	3	3	1	4	2	2	2	4	4	3	Target
147.000000	18	4.90	 1.30	4	8	0	0	8	2	5	0	0	0	5	2	2	2	2	1	2	1	5	5	1	5	1	5	2	5	2	5	2	5	Target
146.000000	17	-5.70	 1.30	4	8	2	3	3	2	5	0	0	0	5	2	2	2	2	1	2	1	4	4	4	3	1	5	2	2	2	1	5	3	Target
144.000000	22	5.40	 0.30	4	7	4	2	3	2	4	1	0	0	3	2	2	2	2	1	3	1	5	5	1	3	3	2	4	4	2	2	5	1	Target
143.000000	20	9.02	-0.60	6	8	1	1	4	2	4	1	0	0	2	2	2	3	2	1	2	1	5	1	5	1	1	2	5	4	2	1	5	2	Target
140.000000	22	15.30	-0.60	5	5	4	2	4	2	4	1	0	0	5	2	2	3	2	1	2	1	4	4	1	5	1	1	5	3	2	5	3	3	Target
147.000000	10	10.00	-2.00	6	5	2	0	7	4	3	0	0	0	5	1	2	1	1	2	2	1	3	2	3	5	5	5	1	5	5	5	2	1	Target
159.000000	20	11.10	-0.50	4	10	2	1	3	3	4	0	0	0	2	1	1	2	2	2	1	2	4	2	2	3	5	2	2	3	2	5	5	1	Target
140.000000	7	11.10	-0.50	4	5	4	0	7	3	4	0	0	0	2	1	1	2	2	2	1	2	5	5	5	3	5	5	3	5	1	5	3	3	Target
149.000000	16	15.00	-0.80	5	7	3	0	5	3	3	1	0	0	5	1	1	2	2	2	1	3	5	2	5	1	2	2	1	2	3	5	3	5	Target
145.000000	22	10.60	-0.50	6	6	1	4	3	3	4	0	0	0	5	1	1	2	2	2	1	2	5	4	4	4	2	1	1	5	2	1	3	4	Target
165.000000	16	18.00	-0.50	4	8	4	0	4	3	4	0	0	0	5	1	1	2	2	2	1	2	2	2	3	3	2	5	1	2	3	5	3	5	Target
147.000000	17	10.40	-0.50	6	6	2	2	4	3	4	0	0	0	5	1	1	2	2	2	1	2	4	4	1	1	2	5	5	2	1	3	5	3	Target
142.000000	24	7.70	-0.50	5	7	0	5	3	3	4	0	0	0	5	1	1	2	2	2	1	2	4	4	4	4	2	5	1	1	2	4	2	5	Target
149.000000	20	5.20	-3.00	5	8	1	0	6	3	4	0	0	0	2	2	2	2	1	2	1	1	5	5	2	2	5	5	2	3	5	5	1	1	Target
151.000000	20	-6.40	-0.60	7	7	3	1	2	2	4	1	0	0	1	2	2	2	3	2	1	1	3	1	2	4	2	1	2	1	5	5	3	1	Target
146.000000	11	4.20	-3.00	5	6	1	1	7	3	4	0	0	0	1	2	2	2	1	2	1	1	4	1	2	2	5	5	5	5	5	5	3	5	Target
144.000000	19	-3.30	-3.00	8	6	1	2	3	3	4	0	0	0	1	2	2	2	1	2	1	1	5	4	2	2	4	1	5	3	1	5	1	1	Target
167.000000	22	5.90	-3.00	7	8	0	2	3	3	4	0	0	0	5	2	2	2	1	2	1	1	5	1	5	2	2	4	1	2	1	1	4	2	Target
156.000000	20	3.00	-3.00	7	8	1	3	1	3	4	0	0	0	1	2	2	2	1	2	1	1	2	5	4	2	2	1	4	4	1	2	3	1	Target
144.000000	21	4.10	-1.10	4	8	4	1	3	2	4	1	0	0	5	2	2	2	1	2	3	1	5	1	2	5	2	3	4	2	3	1	2	3	Target
143.000000	14	4.60	-0.60	6	7	1	0	6	2	4	1	0	0	1	2	2	2	3	2	1	1	2	1	2	5	5	1	2	5	5	5	5	1	Target
162.000000	20	7.20	-3.00	6	7	3	2	2	3	4	0	0	0	5	2	2	2	1	2	1	1	2	1	5	3	4	4	2	1	1	2	3	3	Target
155.000000	20	4.70	-3.00	9	7	1	3	0	3	4	0	0	0	1	2	2	2	1	2	1	1	2	1	4	2	4	1	4	1	1	2	3	1	Target
148.000000	15	11.30	-3.00	6	7	0	0	7	3	4	0	0	0	1	2	2	2	1	2	1	1	2	5	2	5	5	5	2	1	5	5	5	1	Target
